index,ticker,per_end_date,per_type,shares_out
412574,GHLD,2024-09-30,Q,61.39
412049,GHC,2024-09-30,Q,4.4
411899,GH,2024-09-30,Q,123.02
359399,FCPT,2024-09-30,Q,92.67
413624,GIGAQ,2024-09-30,Q,7.93
413324,GIFI,2024-09-30,Q,16.52
413249,GIC,2024-09-30,Q,38.2
412649,GHM,2024-09-30,Q,10.89
412949,GHSI,2024-09-30,Q,1.35
348299,EW,2024-09-30,Q,602.4
433049,GRPN,2024-09-30,Q,39.74
433349,GRTSQ,2024-09-30,Q,118.11
348074,EVTV,2024-09-30,Q,15.69
433424,GRTX,2024-09-30,Q,54.39
433649,GRYP,2024-09-30,Q,40.43
434174,GSBD,2024-09-30,Q,116.88
434099,GSBC,2024-09-30,Q,11.68
348374,EWBC,2024-09-30,Q,138.6
433949,GSAT,2024-09-30,Q,1900.0
347774,EVTC,2024-09-30,Q,63.98
432749,GROW,2024-09-30,Q,13.68
432674,GROV,2024-09-30,Q,38.96
348449,EWCZ,2024-09-30,Q,59.98
431474,GRI,2024-09-30,Q,2.93
349124,EXAS,2024-09-30,Q,184.77
349199,EXC,2024-09-30,Q,1000.5
430949,GREE,2024-09-30,Q,10.67
432599,GROM,2024-09-30,Q,9.02
432449,GRNT,2024-09-30,Q,130.74
432374,GRNQ,2024-09-30,Q,7.58
348599,EWTX,2024-09-30,Q,93.77
432299,GRND,2024-09-30,Q,175.99
431999,GRMN,2024-09-30,Q,192.21
437024,GTBP,2024-09-30,Q,2.23
346274,EVI,2024-09-30,Q,12.68
346499,EVLV,2024-09-30,Q,157.55
436724,GT,2024-09-30,Q,284.69
437174,GTE,2024-09-30,Q,30.75
437849,GTIM,2024-09-30,Q,10.75
437249,GTEC,2024-09-30,Q,13.6
345899,EVGO,2024-09-30,Q,302.63
437624,GTHX,2024-09-30,Q,52.89
437549,GTHP,2024-09-30,Q,57.12
346049,EVH,2024-09-30,Q,116.29
437399,GTES,2024-09-30,Q,261.61
437699,GTI,2024-09-30,Q,144.69
349424,EXE,2024-09-30,Q,131.27
347249,EVRG,2024-09-30,Q,229.96
434999,GSIT,2024-09-30,Q,25.45
434699,GSHD,2024-09-30,Q,36.96
347324,EVRI,2024-09-30,Q,85.32
347099,EVR,2024-09-30,Q,38.34
346799,EVOK,2024-09-30,Q,0.82
430724,GRDI,2024-09-30,Q,8.9
425849,GOGO,2024-09-30,Q,126.95
352049,EZPW,2024-09-30,Q,54.74
425699,GOEV,2024-09-30,Q,81.8
425549,GOCO,2024-09-30,Q,22.84
352199,FA,2024-09-30,Q,145.41
425324,GO,2024-09-30,Q,97.99
425175,GNW,2024-09-30,Q,432.03
351899,EZFL,2024-09-30,Q,2.15
426749,GORV,2024-09-30,Q,14.17
426674,GORO,2024-09-30,Q,93.52
351599,EYPT,2024-09-30,Q,53.52
426074,GOLF,2024-09-30,Q,61.81
426449,GOOG,2024-09-30,Q,12310.0
426374,GOOD,2024-09-30,Q,42.53
426524,GOOGL,2024-09-30,Q,12310.0
423899,GNRC,2024-09-30,Q,60.15
423824,GNPX,2024-09-30,Q,2.59
353024,FAF,2024-09-30,Q,102.89
353174,FALC,2024-09-30,Q,7.14
424949,GNTY,2024-09-30,Q,11.4
424874,GNTX,2024-09-30,Q,230.22
424499,GNSS,2024-09-30,Q,44.6
352724,FACO,2024-09-30,Q,38.15
361349,FDUS,2024-09-30,Q,33.16
426974,GOSS,2024-09-30,Q,226.23
429449,GPUS,2024-09-30,Q,38.85
350399,EXPD,2024-09-30,Q,141.13
349949,EXLS,2024-09-30,Q,161.4
349574,EXEL,2024-09-30,Q,285.25
430424,GRC,2024-09-30,Q,26.23
430274,GRBK,2024-09-30,Q,44.5
429974,GRAL,2024-09-30,Q,31.05
429899,GRAF,2024-09-30,Q,28.75
349724,EXFY,2024-09-30,Q,76.84
351374,EYEN,2024-09-30,Q,64.06
428924,GPRO,2024-09-30,Q,152.73
350474,EXPE,2024-09-30,Q,130.18
350999,EXTR,2024-09-30,Q,132.05
427724,GPCR,2024-09-30,Q,57.2
427574,GPC,2024-09-30,Q,139.04
427874,GPI,2024-09-30,Q,13.4
427499,GPAK,2024-09-30,Q,23.88
351149,EYE,2024-09-30,Q,78.64
428774,GPRE,2024-09-30,Q,64.65
350549,EXPI,2024-09-30,Q,153.73
350624,EXPO,2024-09-30,Q,50.73
428324,GPN,2024-09-30,Q,254.44
428249,GPMT,2024-09-30,Q,50.68
350774,EXR,2024-09-30,Q,211.93
428399,GPOR,2024-09-30,Q,18.11
407699,GEO,2024-09-30,Q,139.63
372374,FLNT,2024-09-30,Q,16.87
386849,FRT,2024-09-30,Q,82.95
372224,FLNC,2024-09-30,Q,180.49
387149,FRZA,2024-09-30,Q,15.76
387524,FSBC,2024-09-30,Q,21.32
371549,FLGC,2024-09-30,Q,13.37
388349,FSEA,2024-09-30,Q,4.78
371624,FLGT,2024-09-30,Q,30.3
371774,FLIC,2024-09-30,Q,22.53
387899,FSBW,2024-09-30,Q,7.75
371924,FLL,2024-09-30,Q,34.8
386699,FRST,2024-09-30,Q,24.69
372449,FLO,2024-09-30,Q,210.6
385349,FRME,2024-09-30,Q,58.51
384974,FRHC,2024-09-30,Q,58.41
373199,FLWS,2024-09-30,Q,64.22
386474,FRSH,2024-09-30,Q,302.09
372674,FLR,2024-09-30,Q,171.29
385724,FROG,2024-09-30,Q,101.88
372749,FLS,2024-09-30,Q,131.37
386024,FRPT,2024-09-30,Q,48.49
385949,FRPH,2024-09-30,Q,19.03
388499,FSFG,2024-09-30,Q,6.88
370124,FIVN,2024-09-30,Q,74.74
391199,FTAI,2024-09-30,Q,102.21
370199,FIX,2024-09-30,Q,35.59
390899,FSUN,2024-09-30,Q,27.64
390749,FSTR,2024-09-30,Q,10.95
391949,FTEK,2024-09-30,Q,30.71
369824,FITB,2024-09-30,Q,676.8
391499,FTCI,2024-09-30,Q,127.37
391874,FTDR,2024-09-30,Q,76.53
389024,FSK,2024-09-30,Q,280.07
388799,FSI,2024-09-30,Q,12.45
388724,FSHP,2024-09-30,Q,8.86
371399,FLEX,2024-09-30,Q,397.07
389549,FSLY,2024-09-30,Q,138.6
390299,FSS,2024-09-30,Q,61.15
370724,FKWL,2024-09-30,Q,11.78
389474,FSLR,2024-09-30,Q,107.05
389924,FSP,2024-09-30,Q,103.57
373424,FLXS,2024-09-30,Q,5.21
384674,FRGE,2024-09-30,Q,183.16
379799,FONR,2024-09-30,Q,6.33
379649,FOLD,2024-09-30,Q,296.59
376274,FN,2024-09-30,Q,36.15
380699,FORR,2024-09-30,Q,19.06
380624,FORM,2024-09-30,Q,77.39
380324,FORD,2024-09-30,Q,1.1
380924,FOSL,2024-09-30,Q,53.13
376349,FNA,2024-09-30,Q,83.54
378074,FNLC,2024-09-30,Q,11.14
377999,FNKO,2024-09-30,Q,53.94
377024,FND,2024-09-30,Q,107.16
377249,FNF,2024-09-30,Q,273.46
379124,FOA,2024-09-30,Q,9.93
376424,FNB,2024-09-30,Q,359.57
378899,FNWB,2024-09-30,Q,9.44
378224,FNMA,2024-09-30,Q,
376724,FNCB,2024-09-30,Q,19.8
378374,FNRN,2024-09-30,Q,15.36
376799,FNCH,2024-09-30,Q,1.61
369599,FISI,2024-09-30,Q,15.45
380999,FOUR,2024-09-30,Q,88.6
381074,FOX,2024-09-30,Q,460.23
383699,FRD,2024-09-30,Q,6.97
374099,FMAO,2024-09-30,Q,13.68
373949,FLYX,2024-09-30,Q,77.83
374249,FMBH,2024-09-30,Q,23.91
383174,FRAF,2024-09-30,Q,4.41
374399,FMC,2024-09-30,Q,124.82
383324,FRBA,2024-09-30,Q,19.57
383924,FREE,2024-09-30,Q,43.44
373874,FLYW,2024-09-30,Q,125.26
375374,FMNB,2024-09-30,Q,37.58
381599,FOXX,2024-09-30,Q,3.97
381299,FOXF,2024-09-30,Q,41.68
381224,FOXA,2024-09-30,Q,460.23
381449,FOXO,2024-09-30,Q,13.63
374474,FMCC,2024-09-30,Q,
381974,FPAY,2024-09-30,Q,21.6
382349,FPI,2024-09-30,Q,48.17
382275,FPH,2024-09-30,Q,148.29
438149,GTLL,2024-09-30,Q,14688.44
369524,FIS,2024-09-30,Q,545.57
401999,GBTG,2024-09-30,Q,473.27
364574,FFIE,2024-09-30,Q,12.38
364499,FFIC,2024-09-30,Q,29.07
402449,GCBC,2024-09-30,Q,17.03
402674,GCI,2024-09-30,Q,147.6
402824,GCMG,2024-09-30,Q,188.81
403649,GDC,2024-09-30,Q,9.76
403574,GD,2024-09-30,Q,274.97
363749,FFDF,2024-09-30,Q,2.93
403499,GCTS,2024-09-30,Q,47.3
403424,GCTK,2024-09-30,Q,5.48
403349,GCT,2024-09-30,Q,41.36
364649,FFIN,2024-09-30,Q,142.85
400799,GBIO,2024-09-30,Q,66.74
400574,GBDC,2024-09-30,Q,171.52
400499,GBCI,2024-09-30,Q,113.39
365174,FFNW,2024-09-30,Q,9.18
401699,GBR,2024-09-30,Q,
401474,GBNY,2024-09-30,Q,2.24
400949,GBLI,2024-09-30,Q,13.6
401324,GBNHF,2024-09-30,Q,40.8
403724,GDDY,2024-09-30,Q,140.97
403799,GDEN,2024-09-30,Q,28.32
406574,GEL,2024-09-30,Q,122.46
406424,GEHC,2024-09-30,Q,456.66
362249,FEMY,2024-09-30,Q,22.23
362324,FENC,2024-09-30,Q,27.44
406199,GEG,2024-09-30,Q,31.88
406724,GEN,2024-09-30,Q,615.53
361499,FE,2024-09-30,Q,575.92
361574,FEAM,2024-09-30,Q,68.86
407249,GENK,2024-09-30,Q,32.75
406949,GENC,2024-09-30,Q,
404549,GDRX,2024-09-30,Q,379.45
404324,GDOT,2024-09-30,Q,53.71
363149,FFBC,2024-09-30,Q,95.48
405449,GECC,2024-09-30,Q,10.45
405299,GE,2024-09-30,Q,1082.29
405149,GDYN,2024-09-30,Q,76.67
362999,FETM,2024-09-30,Q,4.49
363074,FF,2024-09-30,Q,43.76
362924,FET,2024-09-30,Q,12.28
365624,FFWM,2024-09-30,Q,67.85
399974,GATX,2024-09-30,Q,35.5
395174,FUSB,2024-09-30,Q,5.74
394799,FUNC,2024-09-30,Q,6.47
394724,FUN,2024-09-30,Q,100.28
394499,FULC,2024-09-30,Q,62.4
368324,FIGS,2024-09-30,Q,170.86
395249,FUSN,2024-09-30,Q,85.06
367649,FIBK,2024-09-30,Q,104.55
367874,FICO,2024-09-30,Q,24.52
395549,FVCB,2024-09-30,Q,18.19
369224,FIP,2024-09-30,Q,105.04
392999,FTNT,2024-09-30,Q,764.91
392699,FTI,2024-09-30,Q,425.42
392549,FTHM,2024-09-30,Q,21.01
392849,FTK,2024-09-30,Q,29.81
393299,FTRCQ,2024-09-30,Q,
393374,FTRE,2024-09-30,Q,89.6
369074,FINW,2024-09-30,Q,13.21
393824,FTV,2024-09-30,Q,350.34
392399,FTFT,2024-09-30,Q,20.34
398924,GAMI,2024-09-30,Q,24.26
398774,GAME,2024-09-30,Q,31.19
366299,FGI,2024-09-30,Q,9.56
398999,GAN,2024-09-30,Q,45.47
398624,GALT,2024-09-30,Q,62.28
398549,GAIN,2024-09-30,Q,36.69
398474,GAIA,2024-09-30,Q,23.45
398324,GAHC,2024-09-30,Q,1695.35
399149,GANX,2024-09-30,Q,25.53
399899,GATO,2024-09-30,Q,69.34
365699,FG,2024-09-30,Q,126.1
399824,GATE,2024-09-30,Q,11.85
365999,FGEN,2024-09-30,Q,100.4
366074,FGF,2024-09-30,Q,28.76
365849,FGBI,2024-09-30,Q,12.51
367274,FHTX,2024-09-30,Q,55.33
396599,FWRG,2024-09-30,Q,60.42
396524,FWRD,2024-09-30,Q,27.7
367349,FI,2024-09-30,Q,568.92
366749,FHB,2024-09-30,Q,127.84
397724,GABC,2024-09-30,Q,29.68
397199,FYBR,2024-09-30,Q,248.98
397424,G,2024-09-30,Q,178.18
366899,FHI,2024-09-30,Q,82.61
621149,MGAM,2024-09-30,Q,21.24
438224,GTLS,2024-09-30,Q,42.81
478499,HWBK,2024-09-30,Q,6.99
323999,EME,2024-09-30,Q,46.66
479099,HWH,2024-09-30,Q,22.26
479624,HY,2024-09-30,Q,17.5
478274,HVT,2024-09-30,Q,16.41
479549,HXL,2024-09-30,Q,81.0
479399,HWM,2024-09-30,Q,408.15
479249,HWKN,2024-09-30,Q,20.9
477074,HUM,2024-09-30,Q,120.4
324899,EMN,2024-09-30,Q,116.86
477149,HUMA,2024-09-30,Q,119.35
325049,EMR,2024-09-30,Q,572.7
324749,EMMA,2024-09-30,Q,63.87
477299,HUN,2024-09-30,Q,173.0
477749,HUT,2024-09-30,Q,91.08
324524,EMKR,2024-09-30,Q,9.07
477524,HURN,2024-09-30,Q,17.79
324599,EML,2024-09-30,Q,6.23
477374,HURA,2024-09-30,Q,1.59
477674,HUSA,2024-09-30,Q,10.91
323249,EMBC,2024-09-30,Q,57.7
321974,ELTX,2024-09-30,Q,10.77
482399,IAS,2024-09-30,Q,161.37
482324,IART,2024-09-30,Q,77.58
322274,ELV,2024-09-30,Q,231.92
322124,ELUT,2024-09-30,Q,34.06
321374,ELS,2024-09-30,Q,186.52
321449,ELSE,2024-09-30,Q,3.43
483449,IBCP,2024-09-30,Q,20.9
321824,ELTP,2024-09-30,Q,1068.27
480749,HYPR,2024-09-30,Q,72.62
480524,HYMC,2024-09-30,Q,24.02
480299,HYFM,2024-09-30,Q,45.98
480449,HYLN,2024-09-30,Q,173.58
481724,IAC,2024-09-30,Q,80.33
322424,ELVN,2024-09-30,Q,47.24
481049,HYZN,2024-09-30,Q,5.43
481349,HZO,2024-09-30,Q,22.32
483674,IBEX,2024-09-30,Q,16.8
476249,HUBS,2024-09-30,Q,51.35
476174,HUBG,2024-09-30,Q,62.17
470774,HRTG,2024-09-30,Q,30.68
470924,HRTX,2024-09-30,Q,151.67
471149,HRYU,2024-09-30,Q,52.81
471374,HRZN,2024-09-30,Q,36.06
472124,HSIC,2024-09-30,Q,126.71
471899,HSDT,2024-09-30,Q,3.58
470549,HROW,2024-09-30,Q,35.48
327524,ENLC,2024-09-30,Q,461.45
328274,ENOV,2024-09-30,Q,55.85
469199,HQI,2024-09-30,Q,14.0
329099,ENSV,2024-09-30,Q,45.84
469424,HR,2024-09-30,Q,363.03
329249,ENTA,2024-09-30,Q,21.19
472199,HSII,2024-09-30,Q,20.32
469574,HRB,2024-09-30,Q,138.34
328424,ENPH,2024-09-30,Q,135.11
328574,ENR,2024-09-30,Q,71.8
470099,HRI,2024-09-30,Q,28.41
328874,ENSG,2024-09-30,Q,57.3
328724,ENS,2024-09-30,Q,40.24
328799,ENSC,2024-09-30,Q,8.82
469949,HRGN,2024-09-30,Q,15.92
475049,HTLF,2024-09-30,Q,42.88
474974,HTLD,2024-09-30,Q,78.5
474599,HTH,2024-09-30,Q,64.95
474449,HTGC,2024-09-30,Q,162.38
475949,HUB.A,2024-09-30,Q,
473024,HST,2024-09-30,Q,702.44
473249,HSTM,2024-09-30,Q,30.42
472574,HSON,2024-09-30,Q,2.75
472724,HSPO,2024-09-30,Q,7.83
473999,HTCR,2024-09-30,Q,20.86
473399,HSY,2024-09-30,Q,202.29
473774,HTBK,2024-09-30,Q,61.29
473699,HTBI,2024-09-30,Q,17.5
326624,ENFN,2024-09-30,Q,128.41
326699,ENG,2024-09-30,Q,5.16
493349,IGC,2024-09-30,Q,75.64
493949,IGMS,2024-09-30,Q,59.32
317024,EHAB,2024-09-30,Q,50.28
491474,IESC,2024-09-30,Q,19.98
491399,IEP,2024-09-30,Q,475.46
491624,IEX,2024-09-30,Q,75.7
492074,IFF,2024-09-30,Q,255.66
316649,EGP,2024-09-30,Q,49.51
316874,EGY,2024-09-30,Q,103.74
497324,ILPT,2024-09-30,Q,65.98
314399,EFOI,2024-09-30,Q,5.26
497024,ILMN,2024-09-30,Q,159.3
314474,EFSC,2024-09-30,Q,37.37
496949,ILLR,2024-09-30,Q,40.91
314549,EFSH,2024-09-30,Q,0.68
313799,EEX,2024-09-30,Q,203.93
498149,IMAX,2024-09-30,Q,52.68
497999,IMAQ,2024-09-30,Q,7.52
314024,EFC,2024-09-30,Q,86.93
317399,EHTH,2024-09-30,Q,29.41
315149,EGBN,2024-09-30,Q,30.18
495224,IIIN,2024-09-30,Q,19.45
315449,EGHT,2024-09-30,Q,128.33
494999,III,2024-09-30,Q,48.89
495299,IIIV,2024-09-30,Q,33.79
314624,EFTR,2024-09-30,Q,4.7
495749,IIPR,2024-09-30,Q,28.33
314924,EG,2024-09-30,Q,43.06
496124,IKNA,2024-09-30,Q,48.26
314999,EGAN,2024-09-30,Q,28.51
496199,IKT,2024-09-30,Q,7.46
320099,ELMD,2024-09-30,Q,8.4
486149,ICFI,2024-09-30,Q,18.76
485999,ICE,2024-09-30,Q,574.14
485924,ICDI,2024-09-30,Q,15.14
485774,ICCT,2024-09-30,Q,10.4
320174,ELME,2024-09-30,Q,88.01
487199,ICMB,2024-09-30,Q,14.4
319649,ELF,2024-09-30,Q,56.39
486524,ICHR,2024-09-30,Q,33.69
485549,ICCH,2024-09-30,Q,3.14
484574,IBOC,2024-09-30,Q,62.19
484499,IBO,2024-09-30,Q,11.5
484649,IBP,2024-09-30,Q,28.23
484274,IBM,2024-09-30,Q,921.15
483974,IBIO,2024-09-30,Q,8.64
485474,ICCC,2024-09-30,Q,7.83
484724,IBRX,2024-09-30,Q,696.53
485099,ICAD,2024-09-30,Q,26.54
484949,IBTX,2024-09-30,Q,41.44
484874,IBTA,2024-09-30,Q,27.5
329399,ENTG,2024-09-30,Q,150.98
319499,ELEV,2024-09-30,Q,59.11
489974,IDN,2024-09-30,Q,19.53
318224,EIX,2024-09-30,Q,386.18
318449,EKDKQ,2024-09-30,Q,
490949,IE,2024-09-30,Q,120.4
490874,IDYA,2024-09-30,Q,84.48
490799,IDXX,2024-09-30,Q,82.31
490724,IDXG,2024-09-30,Q,4.4
317699,EIG,2024-09-30,Q,24.84
489299,IDCC,2024-09-30,Q,25.13
319349,ELDN,2024-09-30,Q,39.66
318524,EKSO,2024-09-30,Q,18.44
318974,ELAN,2024-09-30,Q,494.33
318674,EL,2024-09-30,Q,358.72
318749,ELA,2024-09-30,Q,26.07
488399,ICU,2024-09-30,Q,4.19
488849,IDAI,2024-09-30,Q,18.82
318824,ELAB,2024-09-30,Q,20.81
488474,ICUI,2024-09-30,Q,24.42
488774,IDA,2024-09-30,Q,53.25
468449,HPP,2024-09-30,Q,141.23
448049,HCAT,2024-09-30,Q,60.47
448274,HCC,2024-09-30,Q,52.31
340199,ESMC,2024-09-30,Q,
449324,HCMC,2024-09-30,Q,481266.63
449174,HCKT,2024-09-30,Q,27.65
339899,ESLA,2024-09-30,Q,36.19
340574,ESNT,2024-09-30,Q,106.25
448874,HCI,2024-09-30,Q,10.47
447749,HCA,2024-09-30,Q,258.07
340649,ESP,2024-09-30,Q,2.74
341249,ESS,2024-09-30,Q,64.22
446399,HBCP,2024-09-30,Q,8.07
446699,HBI,2024-09-30,Q,351.68
341324,ESSA,2024-09-30,Q,10.13
446249,HBB,2024-09-30,Q,13.9
446174,HBAN,2024-09-30,Q,1452.43
446774,HBIO,2024-09-30,Q,43.61
447599,HBT,2024-09-30,Q,31.56
340799,ESPR,2024-09-30,Q,196.23
341099,ESRT,2024-09-30,Q,166.51
340949,ESQ,2024-09-30,Q,8.31
447074,HBNC,2024-09-30,Q,43.71
451949,HEES,2024-09-30,Q,36.52
451649,HEAR,2024-09-30,Q,20.75
337949,ES,2024-09-30,Q,357.39
453299,HESM,2024-09-30,Q,220.82
453224,HES,2024-09-30,Q,308.11
452924,HEPA,2024-09-30,Q,5.8
445949,HAYN,2024-09-30,Q,12.78
451499,HE,2024-09-30,Q,110.3
338624,ESCA,2024-09-30,Q,13.88
450299,HCWB,2024-09-30,Q,37.82
450224,HCVI,2024-09-30,Q,16.63
450149,HCTI,2024-09-30,Q,5.67
339224,ESGR,2024-09-30,Q,15.23
449924,HCSG,2024-09-30,Q,73.38
451349,HDSN,2024-09-30,Q,45.52
338849,ESE,2024-09-30,Q,25.75
341624,ESTA,2024-09-30,Q,27.94
440924,GVP,2024-09-30,Q,3.47
440474,GVA,2024-09-30,Q,43.69
440249,GUTS,2024-09-30,Q,47.93
440174,GURE,2024-09-30,Q,10.73
344174,EURK,2024-09-30,Q,7.65
441899,GWRS,2024-09-30,Q,24.22
441299,GWH,2024-09-30,Q,11.79
344699,EVBG,2024-09-30,Q,41.62
345374,EVER,2024-09-30,Q,35.08
438524,GTN.A,2024-09-30,Q,99.67
438449,GTN,2024-09-30,Q,99.67
345524,EVEX,2024-09-30,Q,290.14
344774,EVBN,2024-09-30,Q,5.53
439649,GTY,2024-09-30,Q,55.02
344924,EVC,2024-09-30,Q,89.99
344999,EVCM,2024-09-30,Q,184.25
439574,GTX,2024-09-30,Q,213.56
442124,GXAI,2024-09-30,Q,1.89
342449,ETD,2024-09-30,Q,25.43
444149,HAL,2024-09-30,Q,882.83
444299,HALO,2024-09-30,Q,126.68
445199,HASI,2024-09-30,Q,116.45
445124,HAS,2024-09-30,Q,139.41
444974,HARL,2024-09-30,Q,3.63
341924,ET,2024-09-30,Q,3422.23
442049,GWW,2024-09-30,Q,48.83
443924,HAIN,2024-09-30,Q,89.85
342674,ETN,2024-09-30,Q,398.1
442724,GYRE,2024-09-30,Q,93.42
343124,ETRN,2024-09-30,Q,435.01
343349,ETSY,2024-09-30,Q,114.75
442274,GXO,2024-09-30,Q,119.47
343049,ETR,2024-09-30,Q,213.83
443699,HAFC,2024-09-30,Q,30.27
342749,ETNB,2024-09-30,Q,98.38
443624,HAE,2024-09-30,Q,51.18
342824,ETON,2024-09-30,Q,25.84
443024,H,2024-09-30,Q,100.32
443174,HA,2024-09-30,Q,52.01
345599,EVFM,2024-09-30,Q,100.33
337499,ERNA,2024-09-30,Q,5.41
463124,HMST,2024-09-30,Q,18.86
332399,EPD,2024-09-30,Q,2170.3
332249,EPC,2024-09-30,Q,49.31
464324,HNRG,2024-09-30,Q,42.6
331874,EPAM,2024-09-30,Q,56.94
464099,HNNA,2024-09-30,Q,7.68
462599,HMNF,2024-09-30,Q,4.47
333299,EPIX,2024-09-30,Q,44.37
461099,HLX,2024-09-30,Q,152.1
333449,EPM,2024-09-30,Q,33.32
461024,HLVX,2024-09-30,Q,49.78
464474,HNST,2024-09-30,Q,100.08
462524,HMN,2024-09-30,Q,40.77
330074,ENVB,2024-09-30,Q,8.92
467399,HP,2024-09-30,Q,98.75
467324,HOWL,2024-09-30,Q,43.7
467099,HOUS,2024-09-30,Q,111.27
467549,HPAI,2024-09-30,Q,37.13
330374,ENVX,2024-09-30,Q,176.29
466799,HOTH,2024-09-30,Q,6.9
467024,HOUR,2024-09-30,Q,35.13
329999,ENVA,2024-09-30,Q,26.21
329624,ENTO,2024-09-30,Q,4.75
468149,HPK,2024-09-30,Q,127.86
329849,ENTX,2024-09-30,Q,35.78
329924,ENV,2024-09-30,Q,55.24
465149,HOG,2024-09-30,Q,131.62
331499,EOSE,2024-09-30,Q,216.71
464699,HNVR,2024-09-30,Q,7.13
465074,HOFV,2024-09-30,Q,6.55
465599,HOLX,2024-09-30,Q,232.27
330674,ENZN,2024-09-30,Q,
466199,HOOK,2024-09-30,Q,12.06
466124,HOOD,2024-09-30,Q,884.68
331124,EOLS,2024-09-30,Q,63.09
466049,HONE,2024-09-30,Q,44.41
331049,EOG,2024-09-30,Q,568.6
465974,HON,2024-09-30,Q,650.25
336224,EQV,2024-09-30,Q,10.22
455849,HHH,2024-09-30,Q,50.24
456149,HHS,2024-09-30,Q,7.29
455774,HHGC,2024-09-30,Q,5.05
455624,HGYN,2024-09-30,Q,
455474,HGV,2024-09-30,Q,101.5
336449,ERAS,2024-09-30,Q,282.5
455400,HGTY,2024-09-30,Q,340.85
335699,EQR,2024-09-30,Q,379.14
456749,HIG,2024-09-30,Q,289.89
456224,HI,2024-09-30,Q,70.23
335849,EQS,2024-09-30,Q,13.59
335924,EQT,2024-09-30,Q,441.6
456674,HIFS,2024-09-30,Q,2.15
455324,HGTXU,2024-09-30,Q,40.0
454199,HFFG,2024-09-30,Q,52.73
337124,ERII,2024-09-30,Q,57.72
454049,HFBL,2024-09-30,Q,3.13
454274,HFWA,2024-09-30,Q,34.5
453674,HEWA,2024-09-30,Q,55.27
454349,HG,2024-09-30,Q,101.92
454424,HGAS,2024-09-30,Q,8.13
336974,ERIE,2024-09-30,Q,46.19
454574,HGBL,2024-09-30,Q,37.34
457124,HII,2024-09-30,Q,39.22
334049,EPRT,2024-09-30,Q,175.33
459824,HLGN,2024-09-30,Q,6.01
459599,HLF,2024-09-30,Q,100.72
459899,HLI,2024-09-30,Q,69.53
334199,EPSN,2024-09-30,Q,21.96
459374,HL,2024-09-30,Q,629.72
459974,HLIO,2024-09-30,Q,33.22
460649,HLT,2024-09-30,Q,243.78
333824,EPR,2024-09-30,Q,75.72
460199,HLMN,2024-09-30,Q,196.22
460124,HLLY,2024-09-30,Q,119.78
460424,HLNE,2024-09-30,Q,54.2
335249,EQIX,2024-09-30,Q,94.94
457649,HIPO,2024-09-30,Q,24.92
457499,HIMS,2024-09-30,Q,214.79
334574,EQ,2024-09-30,Q,35.42
458699,HIW,2024-09-30,Q,106.02
334724,EQBK,2024-09-30,Q,15.26
335099,EQH,2024-09-30,Q,316.92
334799,EQC,2024-09-30,Q,107.33
334949,EQFN,2024-09-30,Q,2.62
163649,CACC,2024-09-30,Q,12.11
784349,PRTS,2024-09-30,Q,57.29
784499,PRU,2024-09-30,Q,357.0
163499,CAC,2024-09-30,Q,14.57
784649,PRVA,2024-09-30,Q,119.57
163424,CABO,2024-09-30,Q,5.62
163049,CAAS,2024-09-30,Q,30.19
163199,CABA,2024-09-30,Q,48.85
164474,CADL,2024-09-30,Q,32.08
782624,PRPL,2024-09-30,Q,107.71
782549,PRPH,2024-09-30,Q,19.08
782774,PRPO,2024-09-30,Q,1.48
785924,PSA,2024-09-30,Q,175.02
784049,PRTH,2024-09-30,Q,76.83
163874,CACI,2024-09-30,Q,22.41
783824,PRTA,2024-09-30,Q,53.78
783299,PRSO,2024-09-30,Q,2.83
783749,PRT,2024-09-30,Q,12.17
783524,PRST,2024-09-30,Q,100.89
161324,BYFC,2024-09-30,Q,9.13
161624,BYND,2024-09-30,Q,65.04
788399,PSQH,2024-09-30,Q,28.29
161174,BYD,2024-09-30,Q,91.76
160799,BXSL,2024-09-30,Q,206.41
160949,BY,2024-09-30,Q,44.12
789299,PSTV,2024-09-30,Q,5.9
789074,PSTL,2024-09-30,Q,23.03
789374,PSTX,2024-09-30,Q,97.13
787874,PSNL,2024-09-30,Q,53.08
786674,PSEC,2024-09-30,Q,432.93
162449,BZFD,2024-09-30,Q,37.79
162524,BZH,2024-09-30,Q,31.08
786299,PSBD,2024-09-30,Q,32.62
161849,BYON,2024-09-30,Q,45.75
787799,PSN,2024-09-30,Q,106.18
161999,BYU,2024-09-30,Q,49.94
787499,PSIX,2024-09-30,Q,22.99
776999,PPSI,2024-09-30,Q,10.92
777074,PPTA,2024-09-30,Q,64.63
167399,CANOQ,2024-09-30,Q,5.41
777374,PPYA,2024-09-30,Q,9.6
778124,PRCH,2024-09-30,Q,118.77
777899,PRAX,2024-09-30,Q,17.76
777674,PRAA,2024-09-30,Q,39.42
777599,PRA,2024-09-30,Q,51.16
777524,PR,2024-09-30,Q,802.54
776324,PPL,2024-09-30,Q,737.77
168374,CAR,2024-09-30,Q,35.66
775199,POWL,2024-09-30,Q,11.99
168449,CARA,2024-09-30,Q,54.85
775124,POWI,2024-09-30,Q,56.83
774899,POST,2024-09-30,Q,58.43
168674,CARE,2024-09-30,Q,23.07
168749,CARG,2024-09-30,Q,103.37
774599,POSC,2024-09-30,Q,25.93
