ticker,per_end_date,per_type,shares_out
EQIX,2024-06-30,Q,94.91
STR,2024-06-30,Q,154.31
STRR,2024-06-30,Q,3.17
EPM,2024-06-30,Q,33.36
STRO,2024-06-30,Q,81.79
CHX,2024-06-30,Q,190.5
EPRT,2024-06-30,Q,175.33
STRL,2024-06-30,Q,30.86
TTI,2024-06-30,Q,131.45
ENOV,2024-06-30,Q,54.88
CISO,2024-06-30,Q,12.28
ENPH,2024-06-30,Q,135.42
ENR,2024-06-30,Q,71.79
ENG,2024-06-30,Q,5.16
SUM,2024-06-30,Q,175.59
SUI,2024-06-30,Q,124.67
CIVI,2024-06-30,Q,100.09
CIVB,2024-06-30,Q,15.73
TTGT,2024-06-30,Q,28.55
ENLC,2024-06-30,Q,452.14
ENS,2024-06-30,Q,40.22
ENV,2024-06-30,Q,55.11
ENVA,2024-06-30,Q,26.4
CINF,2024-06-30,Q,156.24
ENVX,2024-06-30,Q,176.29
CIM,2024-06-30,Q,80.46
CING,2024-06-30,Q,0.78
ENSC,2024-06-30,Q,7.59
ENSG,2024-06-30,Q,57.11
TTMI,2024-06-30,Q,101.78
ENSV,2024-06-30,Q,37.28
STX,2024-06-30,Q,210.2
ENTG,2024-06-30,Q,150.98
CIO,2024-06-30,Q,40.15
STWD,2024-06-30,Q,315.96
CION,2024-06-30,Q,53.59
SSBK,2024-06-30,Q,8.91
CCOI,2024-06-30,Q,49.02
SONXD,2024-06-30,Q,0.36
FN,2024-06-30,Q,36.15
CCO,2024-06-30,Q,488.77
FNA,2024-06-30,Q,82.95
CCNE,2024-06-30,Q,21.0
CCRD,2024-06-30,Q,8.16
UEIC,2024-06-30,Q,12.89
FMNB,2024-06-30,Q,37.55
FND,2024-06-30,Q,107.16
SOL,2024-06-30,Q,60.22
CCI,2024-06-30,Q,434.57
SOHO,2024-06-30,Q,19.85
FNWB,2024-06-30,Q,9.44
UGI,2024-06-30,Q,209.62
SOLV,2024-06-30,Q,172.71
FNF,2024-06-30,Q,273.24
SON,2024-06-30,Q,98.26
CCLD,2024-06-30,Q,16.15
UFPT,2024-06-30,Q,7.67
FNKO,2024-06-30,Q,53.92
FNLC,2024-06-30,Q,11.14
FOA,2024-06-30,Q,9.92
FLIC,2024-06-30,Q,22.52
FLL,2024-06-30,Q,34.64
SPCE,2024-06-30,Q,23.98
UCTT,2024-06-30,Q,45.03
FLNT,2024-06-30,Q,13.66
FLO,2024-06-30,Q,211.14
FLGT,2024-06-30,Q,30.3
FLGC,2024-06-30,Q,13.37
SPG,2024-06-30,Q,326.04
SPFI,2024-06-30,Q,16.42
FLEX,2024-06-30,Q,397.07
CDE,2024-06-30,Q,399.32
FLR,2024-06-30,Q,171.19
SPB,2024-06-30,Q,28.03
FLYX,2024-06-30,Q,77.83
UE,2024-06-30,Q,121.33
SOUN,2024-06-30,Q,347.89
FMAO,2024-06-30,Q,13.68
FMBH,2024-06-30,Q,23.9
CCSI,2024-06-30,Q,19.22
FMC,2024-06-30,Q,124.82
CCS,2024-06-30,Q,31.34
FLS,2024-06-30,Q,131.37
FLWS,2024-06-30,Q,64.22
FLXS,2024-06-30,Q,5.16
SOWG,2024-06-30,Q,10.14
FRHC,2024-06-30,Q,60.72
ULH,2024-06-30,Q,26.32
ULS,2024-06-30,Q,200.01
FRME,2024-06-30,Q,58.51
CBOE,2024-06-30,Q,104.63
FRD,2024-06-30,Q,6.97
ULCC,2024-06-30,Q,223.96
CBRG,2024-06-30,Q,6.76
CBRE,2024-06-30,Q,306.43
FRZA,2024-06-30,Q,15.76
SNFCA,2024-06-30,Q,25.42
ULY,2024-06-30,Q,13.42
SNEX,2024-06-30,Q,31.72
FSBC,2024-06-30,Q,21.32
SNES,2024-06-30,Q,0.52
UMAC,2024-06-30,Q,10.41
SNDX,2024-06-30,Q,85.1
FSBW,2024-06-30,Q,7.8
VTOL,2024-06-30,Q,28.39
FRPT,2024-06-30,Q,48.43
FRST,2024-06-30,Q,24.68
FRT,2024-06-30,Q,82.95
ULBI,2024-06-30,Q,16.62
SOC,2024-06-30,Q,64.85
FORR,2024-06-30,Q,19.06
FOSL,2024-06-30,Q,53.13
FOUR,2024-06-30,Q,87.38
UHG,2024-06-30,Q,48.38
SOAR,2024-06-30,Q,29.52
FOX,2024-06-30,Q,461.31
FOXA,2024-06-30,Q,461.31
CCCS,2024-06-30,Q,623.4
FOXF,2024-06-30,Q,41.68
FOLD,2024-06-30,Q,296.59
FONR,2024-06-30,Q,6.33
UGRO,2024-06-30,Q,12.32
SOFI,2024-06-30,Q,1065.11
UHAL,2024-06-30,Q,196.08
CC,2024-06-30,Q,149.27
UIS,2024-06-30,Q,69.34
CBZ,2024-06-30,Q,50.16
FR,2024-06-30,Q,132.35
CBUS,2024-06-30,Q,21.55
FRAF,2024-06-30,Q,4.4
SNSE,2024-06-30,Q,25.08
FRBA,2024-06-30,Q,19.57
CBU,2024-06-30,Q,52.77
CBT,2024-06-30,Q,55.26
FOXO,2024-06-30,Q,11.28
CCBG,2024-06-30,Q,16.94
UI,2024-06-30,Q,60.46
FPAY,2024-06-30,Q,21.75
CCB,2024-06-30,Q,13.42
FPH,2024-06-30,Q,148.29
CCAP,2024-06-30,Q,37.06
FPI,2024-06-30,Q,48.17
FCFS,2024-06-30,Q,44.75
CERT,2024-06-30,Q,160.84
CERS,2024-06-30,Q,185.3
SRCE,2024-06-30,Q,24.51
CERO,2024-06-30,Q,22.74
UAL,2024-06-30,Q,328.83
FCNCA,2024-06-30,Q,14.53
CETY,2024-06-30,Q,42.93
SRG,2024-06-30,Q,56.27
CETX,2024-06-30,Q,0.27
FCCO,2024-06-30,Q,7.63
SRFM,2024-06-30,Q,12.61
U,2024-06-30,Q,390.86
UA,2024-06-30,Q,432.05
SRE,2024-06-30,Q,630.14
FCF,2024-06-30,Q,102.3
SRDX,2024-06-30,Q,14.27
UAA,2024-06-30,Q,432.05
CENTA,2024-06-30,Q,67.4
CENT,2024-06-30,Q,67.4
SQFT,2024-06-30,Q,14.46
UAVS,2024-06-30,Q,0.24
FDUS,2024-06-30,Q,33.16
SQ,2024-06-30,Q,615.65
FE,2024-06-30,Q,575.92
FEAM,2024-06-30,Q,63.29
CENX,2024-06-30,Q,92.7
SR,2024-06-30,Q,57.75
UAMY,2024-06-30,Q,108.44
FCX,2024-06-30,Q,1436.49
UAN,2024-06-30,Q,17.12
FDBC,2024-06-30,Q,5.74
FCBC,2024-06-30,Q,18.27
TYGO,2024-06-30,Q,60.37
TYL,2024-06-30,Q,42.67
FAT,2024-06-30,Q,15.74
CFR,2024-06-30,Q,64.02
FAF,2024-06-30,Q,102.89
FALC,2024-06-30,Q,7.13
FANG,2024-06-30,Q,178.34
FARM,2024-06-30,Q,21.26
FARO,2024-06-30,Q,19.21
CFLT,2024-06-30,Q,322.72
FAST,2024-06-30,Q,572.65
FBIN,2024-06-30,Q,124.11
FBRT,2024-06-30,Q,81.83
CFB,2024-06-30,Q,49.29
CF,2024-06-30,Q,182.78
FBYD,2024-06-30,Q,67.41
FCAP,2024-06-30,Q,3.35
SRI,2024-06-30,Q,27.68
CFBK,2024-06-30,Q,5.13
FBIO,2024-06-30,Q,20.41
FBIZ,2024-06-30,Q,8.29
CFFI,2024-06-30,Q,3.36
SRRK,2024-06-30,Q,79.75
FBMS,2024-06-30,Q,31.22
SRPT,2024-06-30,Q,94.52
FI,2024-06-30,Q,575.72
UCB,2024-06-30,Q,119.18
FIBK,2024-06-30,Q,104.56
SPLP,2024-06-30,Q,20.39
FICO,2024-06-30,Q,24.52
CDXS,2024-06-30,Q,70.56
FGI,2024-06-30,Q,9.56
CDXC,2024-06-30,Q,75.54
SPNT,2024-06-30,Q,170.9
CDW,2024-06-30,Q,133.58
FHI,2024-06-30,Q,82.61
SPHR,2024-06-30,Q,35.33
FISI,2024-06-30,Q,15.45
CDNS,2024-06-30,Q,273.82
SPH,2024-06-30,Q,64.05
FIVN,2024-06-30,Q,73.87
FIX,2024-06-30,Q,35.68
CDLX,2024-06-30,Q,48.78
SPGI,2024-06-30,Q,313.0
FIS,2024-06-30,Q,556.25
SPIR,2024-06-30,Q,24.32
FINW,2024-06-30,Q,12.79
CDRE,2024-06-30,Q,40.61
FIP,2024-06-30,Q,101.69
CELU,2024-06-30,Q,21.99
FGF,2024-06-30,Q,1.13
FET,2024-06-30,Q,12.28
FETM,2024-06-30,Q,4.49
CEIX,2024-06-30,Q,29.39
CEIN,2024-06-30,Q,200.03
UBFO,2024-06-30,Q,17.32
FFDF,2024-06-30,Q,2.93
SPRU,2024-06-30,Q,18.4
CEG,2024-06-30,Q,315.23
CELC,2024-06-30,Q,35.1
FEMY,2024-06-30,Q,22.22
FENC,2024-06-30,Q,27.33
SPTN,2024-06-30,Q,33.89
CELH,2024-06-30,Q,233.07
UBCP,2024-06-30,Q,5.95
SPT,2024-06-30,Q,57.08
FFNW,2024-06-30,Q,9.17
FFWM,2024-06-30,Q,56.51
FG,2024-06-30,Q,126.14
CE,2024-06-30,Q,109.26
FGBI,2024-06-30,Q,12.51
CDZI,2024-06-30,Q,67.79
FGEN,2024-06-30,Q,99.47
SPR,2024-06-30,Q,116.55
FFIC,2024-06-30,Q,29.07
CECO,2024-06-30,Q,34.96
FFIE,2024-06-30,Q,11.04
SPRB,2024-06-30,Q,41.15
TGNA,2024-06-30,Q,169.6
DAVE,2024-06-30,Q,12.67
CPHI,2024-06-30,Q,15.87
TGLS,2024-06-30,Q,47.0
DAY,2024-06-30,Q,158.1
CPHC,2024-06-30,Q,4.98
DBD,2024-06-30,Q,37.57
TGL,2024-06-30,Q,11.07
DAN,2024-06-30,Q,144.98
TGTX,2024-06-30,Q,154.54
CPK,2024-06-30,Q,22.27
DARE,2024-06-30,Q,8.42
CPIX,2024-06-30,Q,14.19
DCGO,2024-06-30,Q,101.68
TG,2024-06-30,Q,34.49
DCO,2024-06-30,Q,14.72
TPB,2024-06-30,Q,17.71
TFSL,2024-06-30,Q,280.71
CPAY,2024-06-30,Q,70.27
DBGI,2024-06-30,Q,2.28
CPF,2024-06-30,Q,27.06
TGI,2024-06-30,Q,77.25
DBRG,2024-06-30,Q,173.77
TOWN,2024-06-30,Q,75.0
DBX,2024-06-30,Q,330.19
CYH,2024-06-30,Q,138.94
TOI,2024-06-30,Q,75.49
CPT,2024-06-30,Q,106.64
CPSS,2024-06-30,Q,21.33
THMO,2024-06-30,Q,7.95
CPSH,2024-06-30,Q,14.53
CYRX,2024-06-30,Q,49.26
CYAN,2024-06-30,Q,6.95
THRM,2024-06-30,Q,31.33
THR,2024-06-30,Q,33.87
TOFB,2024-06-30,Q,5.15
CZWI,2024-06-30,Q,10.41
THCP,2024-06-30,Q,9.49
D,2024-06-30,Q,838.94
CPNG,2024-06-30,Q,1790.0
THC,2024-06-30,Q,95.82
TOON,2024-06-30,Q,39.39
CPMD,2024-06-30,Q,660.63
DAL,2024-06-30,Q,645.42
TH,2024-06-30,Q,100.43
CPS,2024-06-30,Q,17.32
CYTK,2024-06-30,Q,104.85
THFF,2024-06-30,Q,11.81
TPC,2024-06-30,Q,52.39
CPRI,2024-06-30,Q,117.78
TOMZ,2024-06-30,Q,19.95
CZNC,2024-06-30,Q,15.38
CZR,2024-06-30,Q,216.34
TELA,2024-06-30,Q,24.68
DGICA,2024-06-30,Q,33.44
COOK,2024-06-30,Q,128.87
DGICB,2024-06-30,Q,33.44
TEL,2024-06-30,Q,303.92
DGII,2024-06-30,Q,36.38
DGLY,2024-06-30,Q,3.5
DGX,2024-06-30,Q,111.32
DH,2024-06-30,Q,117.93
TPST,2024-06-30,Q,20.84
COOP,2024-06-30,Q,64.48
DFCO,2024-06-30,Q,97.18
DFH,2024-06-30,Q,93.73
COR,2024-06-30,Q,197.05
DFLI,2024-06-30,Q,61.15
TPR,2024-06-30,Q,229.77
TELO,2024-06-30,Q,29.61
TEAM,2024-06-30,Q,260.56
TR,2024-06-30,Q,71.52
COLL,2024-06-30,Q,32.72
DIN,2024-06-30,Q,15.3
TDY,2024-06-30,Q,46.78
COLD,2024-06-30,Q,284.04
TPVG,2024-06-30,Q,37.85
DHC,2024-06-30,Q,240.63
TPX,2024-06-30,Q,173.63
DHR,2024-06-30,Q,722.21
COMP,2024-06-30,Q,494.49
COMM,2024-06-30,Q,215.85
DHX,2024-06-30,Q,48.34
TPG,2024-06-30,Q,364.77
DDOG,2024-06-30,Q,336.77
TFC,2024-06-30,Q,1338.1
TEX,2024-06-30,Q,66.9
TEVA,2024-06-30,Q,1132.91
DEA,2024-06-30,Q,103.04
TPH,2024-06-30,Q,93.59
COTY,2024-06-30,Q,867.8
DCTH,2024-06-30,Q,27.79
DD,2024-06-30,Q,417.49
DDD,2024-06-30,Q,133.59
TFIN,2024-06-30,Q,23.36
COYA,2024-06-30,Q,14.62
DERM,2024-06-30,Q,20.02
TENB,2024-06-30,Q,118.87
DENN,2024-06-30,Q,51.37
TPHS,2024-06-30,Q,64.05
TPIC,2024-06-30,Q,47.24
COSM,2024-06-30,Q,16.93
DEI,2024-06-30,Q,167.38
CORZQ,2024-06-30,Q,388.26
CROX,2024-06-30,Q,59.38
CTGO,2024-06-30,Q,12.06
CTKB,2024-06-30,Q,131.27
TLF,2024-06-30,Q,8.4
CRS,2024-06-30,Q,49.61
CTBI,2024-06-30,Q,18.03
CTCX,2024-06-30,Q,20.91
CTLP,2024-06-30,Q,72.81
CTS,2024-06-30,Q,30.36
CTSO,2024-06-30,Q,52.78
CRL,2024-06-30,Q,51.63
CRKN,2024-06-30,Q,3.31
CTRI,2024-06-30,Q,88.52
CTRE,2024-06-30,Q,142.06
CTLT,2024-06-30,Q,180.98
CTM,2024-06-30,Q,53.03
TMUS,2024-06-30,Q,1166.78
CRNC,2024-06-30,Q,41.78
CTNT,2024-06-30,Q,2.02
CTO,2024-06-30,Q,23.12
CTOS,2024-06-30,Q,236.21
CTRA,2024-06-30,Q,744.23
CSX,2024-06-30,Q,1954.93
CSGP,2024-06-30,Q,409.82
CSGS,2024-06-30,Q,29.69
CRWS,2024-06-30,Q,10.31
CSL,2024-06-30,Q,46.24
TMCI,2024-06-30,Q,62.01
TMDX,2024-06-30,Q,33.36
CSTAF,2024-06-30,Q,12.24
TMP,2024-06-30,Q,14.4
CSTL,2024-06-30,Q,27.61
CSV,2024-06-30,Q,15.21
CRSR,2024-06-30,Q,104.15
CSWC,2024-06-30,Q,45.85
CSSEQ,2024-06-30,Q,32.46
TMHC,2024-06-30,Q,104.24
TLSI,2024-06-30,Q,27.16
CSPI,2024-06-30,Q,9.75
CSR,2024-06-30,Q,15.3
TLS,2024-06-30,Q,71.76
CVU,2024-06-30,Q,12.86
CVV,2024-06-30,Q,6.83
CRC,2024-06-30,Q,67.88
CVX,2024-06-30,Q,1828.92
CWAN,2024-06-30,Q,246.32
CRBP,2024-06-30,Q,10.69
CWBC,2024-06-30,Q,18.87
CRBG,2024-06-30,Q,592.01
CWCO,2024-06-30,Q,15.83
CVNA,2024-06-30,Q,206.94
CRD.B,2024-06-30,Q,49.2
TILE,2024-06-30,Q,58.3
CRD.A,2024-06-30,Q,49.2
CVRX,2024-06-30,Q,21.79
TIL,2024-06-30,Q,6.5
CVS,2024-06-30,Q,1255.37
CWD,2024-06-30,Q,22.05
CXDO,2024-06-30,Q,26.7
TNXP,2024-06-30,Q,17.45
THS,2024-06-30,Q,52.6
THRY,2024-06-30,Q,36.3
CXT,2024-06-30,Q,57.13
CXW,2024-06-30,Q,111.26
CWEN,2024-06-30,Q,202.14
CWH,2024-06-30,Q,84.6
CRAI,2024-06-30,Q,6.78
CWK,2024-06-30,Q,229.25
CVM,2024-06-30,Q,54.27
CWST,2024-06-30,Q,58.13
CWT,2024-06-30,Q,58.83
CQP,2024-06-30,Q,493.9
TKR,2024-06-30,Q,70.14
TNDM,2024-06-30,Q,65.46
CUEN,2024-06-30,Q,2.73
CRGY,2024-06-30,Q,177.46
CULL,2024-06-30,Q,7.25
TNET,2024-06-30,Q,49.67
CRH,2024-06-30,Q,686.68
CUE,2024-06-30,Q,48.64
CTV,2024-06-30,Q,146.41
TKOMY,2024-06-30,Q,1975.45
TNC,2024-06-30,Q,19.01
CTVA,2024-06-30,Q,692.25
TKO,2024-06-30,Q,170.33
TKNO,2024-06-30,Q,40.92
CRI,2024-06-30,Q,36.13
CUBE,2024-06-30,Q,224.97
CUBI,2024-06-30,Q,31.49
CVGI,2024-06-30,Q,34.38
TIPT,2024-06-30,Q,36.79
TNL,2024-06-30,Q,69.76
CVI,2024-06-30,Q,100.53
TNLX,2024-06-30,Q,13.5
CVLG,2024-06-30,Q,13.17
TISI,2024-06-30,Q,4.42
CVEO,2024-06-30,Q,14.37
CREX,2024-06-30,Q,10.45
CUTR,2024-06-30,Q,20.1
CUZ,2024-06-30,Q,152.14
CVCO,2024-06-30,Q,8.25
DIOD,2024-06-30,Q,46.1
CMI,2024-06-30,Q,137.05
EAF,2024-06-30,Q,257.17
TRUG,2024-06-30,Q,13.26
EAT,2024-06-30,Q,44.49
CMLS,2024-06-30,Q,16.94
DYNT,2024-06-30,Q,5.31
TRTX,2024-06-30,Q,80.93
SYPR,2024-06-30,Q,22.77
TRU,2024-06-30,Q,194.3
DZSI,2024-06-30,Q,38.03
SYK,2024-06-30,Q,381.08
EBS,2024-06-30,Q,52.91
CMCO,2024-06-30,Q,28.88
EBTC,2024-06-30,Q,12.38
SYF,2024-06-30,Q,395.23
ECBK,2024-06-30,Q,9.22
ECC,2024-06-30,Q,76.95
SYBX,2024-06-30,Q,11.71
ECDA,2024-06-30,Q,32.0
EB,2024-06-30,Q,96.43
EBC,2024-06-30,Q,176.63
TRV,2024-06-30,Q,227.93
SYNA,2024-06-30,Q,39.5
EBET,2024-06-30,Q,10.0
TRVI,2024-06-30,Q,70.43
EBMT,2024-06-30,Q,8.02
CMCT,2024-06-30,Q,23.25
TRVN,2024-06-30,Q,0.73
SYBT,2024-06-30,Q,29.39
DVN,2024-06-30,Q,626.2
CMPS,2024-06-30,Q,68.38
TROX,2024-06-30,Q,157.92
DVAX,2024-06-30,Q,130.89
DUK,2024-06-30,Q,771.77
CMTG,2024-06-30,Q,138.75
DUOL,2024-06-30,Q,43.5
DUOT,2024-06-30,Q,7.53
CMT,2024-06-30,Q,9.14
DV,2024-06-30,Q,170.04
DVA,2024-06-30,Q,87.7
CMPR,2024-06-30,Q,25.45
DXYN,2024-06-30,Q,15.59
DYAI,2024-06-30,Q,29.24
TRT,2024-06-30,Q,4.25
SYRS,2024-06-30,Q,26.81
SYY,2024-06-30,Q,497.98
DXPE,2024-06-30,Q,15.93
TRS,2024-06-30,Q,40.65
CMP,2024-06-30,Q,41.33
T,2024-06-30,Q,7170.24
CMPO,2024-06-30,Q,81.76
DWSN,2024-06-30,Q,30.81
DX,2024-06-30,Q,74.71
DXC,2024-06-30,Q,180.81
DXCM,2024-06-30,Q,400.73
CMPD,2024-06-30,Q,1.32
CMBM,2024-06-30,Q,27.9
EFOI,2024-06-30,Q,4.73
SWI,2024-06-30,Q,169.41
EFSC,2024-06-30,Q,37.37
CLPR,2024-06-30,Q,16.08
EFSH,2024-06-30,Q,0.54
EFTR,2024-06-30,Q,4.7
EFX,2024-06-30,Q,123.74
EG,2024-06-30,Q,43.27
EGAN,2024-06-30,Q,29.83
SWKH,2024-06-30,Q,12.47
SWK,2024-06-30,Q,153.96
CLRC,2024-06-30,Q,4.55
TSE,2024-06-30,Q,35.29
EEX,2024-06-30,Q,203.84
EFC,2024-06-30,Q,85.04
SWIM,2024-06-30,Q,115.57
TSLA,2024-06-30,Q,3194.64
EGP,2024-06-30,Q,48.73
SVV,2024-06-30,Q,161.79
EGY,2024-06-30,Q,103.46
TSLX,2024-06-30,Q,92.72
EHAB,2024-06-30,Q,50.16
CLH,2024-06-30,Q,53.97
SVT,2024-06-30,Q,2.56
EHTH,2024-06-30,Q,29.12
CLMB,2024-06-30,Q,4.59
EGHT,2024-06-30,Q,127.96
CLNN,2024-06-30,Q,6.42
TSHA,2024-06-30,Q,187.02
CLMT,2024-06-30,Q,80.39
CLNE,2024-06-30,Q,223.26
CLX,2024-06-30,Q,123.86
ECVT,2024-06-30,Q,116.47
ED,2024-06-30,Q,345.83
CLW,2024-06-30,Q,16.68
ECIA,2024-06-30,Q,11.88
CMAX,2024-06-30,Q,3.8
CMA,2024-06-30,Q,132.67
ECPG,2024-06-30,Q,23.69
EDBL,2024-06-30,Q,0.55
EDSA,2024-06-30,Q,3.22
CLSD,2024-06-30,Q,74.73
CLRO,2024-06-30,Q,23.97
EE,2024-06-30,Q,108.42
CLST,2024-06-30,Q,4.53
CLVT,2024-06-30,Q,668.24
SWX,2024-06-30,Q,71.71
EDR,2024-06-30,Q,684.33
TSBK,2024-06-30,Q,8.02
TREE,2024-06-30,Q,13.34
CNX,2024-06-30,Q,151.23
DNA,2024-06-30,Q,51.97
DMRC,2024-06-30,Q,21.37
DMSLQ,2024-06-30,Q,4.44
DMTKQ,2024-06-30,Q,34.96
TCMD,2024-06-30,Q,23.76
CNVS,2024-06-30,Q,15.61
DNMR,2024-06-30,Q,116.61
TCBK,2024-06-30,Q,33.17
TCBI,2024-06-30,Q,46.2
DOGZ,2024-06-30,Q,12.73
TCBC,2024-06-30,Q,4.23
DOCN,2024-06-30,Q,91.09
TCBS,2024-06-30,Q,3.19
CNTY,2024-06-30,Q,30.68
TRGP,2024-06-30,Q,219.08
DOC,2024-06-30,Q,699.29
TCBX,2024-06-30,Q,13.65
DNUT,2024-06-30,Q,168.7
DJCO,2024-06-30,Q,1.38
COHR,2024-06-30,Q,152.46
TDG,2024-06-30,Q,55.96
COHN,2024-06-30,Q,1.93
DK,2024-06-30,Q,64.13
DKL,2024-06-30,Q,47.23
TDC,2024-06-30,Q,96.1
DKNG,2024-06-30,Q,878.44
COFS,2024-06-30,Q,8.77
TDW,2024-06-30,Q,52.76
TDUP,2024-06-30,Q,110.26
DIS,2024-06-30,Q,1858.0
COKE,2024-06-30,Q,8.76
COIN,2024-06-30,Q,248.48
TRAK,2024-06-30,Q,18.22
TDS,2024-06-30,Q,113.0
COHU,2024-06-30,Q,46.92
DIT,2024-06-30,Q,0.63
TDOC,2024-06-30,Q,171.22
DLAPQ,2024-06-30,Q,7.05
TCX,2024-06-30,Q,10.96
COCO,2024-06-30,Q,56.78
COCH,2024-06-30,Q,19.6
TCPC,2024-06-30,Q,85.59
DLX,2024-06-30,Q,44.21
DM,2024-06-30,Q,33.23
DLPN,2024-06-30,Q,11.06
COEP,2024-06-30,Q,37.12
DLHC,2024-06-30,Q,14.18
TRC,2024-06-30,Q,26.8
TCS,2024-06-30,Q,3.44
CODI,2024-06-30,Q,75.65
TCRX,2024-06-30,Q,52.93
DTSS,2024-06-30,Q,3.59
TASK,2024-06-30,Q,88.63
CNDT,2024-06-30,Q,204.58
TARS,2024-06-30,Q,37.78
DSS,2024-06-30,Q,7.07
CNET,2024-06-30,Q,1.8
DSAQ,2024-06-30,Q,5.75
CNFR,2024-06-30,Q,12.22
DSGR,2024-06-30,Q,46.76
TRNS,2024-06-30,Q,9.14
DTI,2024-06-30,Q,29.77
CNA,2024-06-30,Q,270.84
DTM,2024-06-30,Q,97.11
TALO,2024-06-30,Q,183.92
CNC,2024-06-30,Q,526.03
TRNO,2024-06-30,Q,96.7
DTC,2024-06-30,Q,91.58
TAP,2024-06-30,Q,207.18
DTE,2024-06-30,Q,206.94
TRNR,2024-06-30,Q,1.17
DRVN,2024-06-30,Q,164.08
TRIP,2024-06-30,Q,138.57
TBNK,2024-06-30,Q,8.83
DPZ,2024-06-30,Q,34.97
TBMC,2024-06-30,Q,2.12
DORM,2024-06-30,Q,30.57
DOV,2024-06-30,Q,137.46
CNSL,2024-06-30,Q,118.48
DOW,2024-06-30,Q,700.92
TRIN,2024-06-30,Q,49.48
TBRG,2024-06-30,Q,15.01
TBLA,2024-06-30,Q,290.73
CNK,2024-06-30,Q,122.38
DRTTF,2024-06-30,Q,192.58
CNP,2024-06-30,Q,641.97
DRCT,2024-06-30,Q,14.66
CNOB,2024-06-30,Q,38.33
TBIO,2024-06-30,Q,1.68
DRH,2024-06-30,Q,210.06
CNNE,2024-06-30,Q,62.77
DRIO,2024-06-30,Q,29.92
CNO,2024-06-30,Q,105.76
CBNK,2024-06-30,Q,13.89
HWBK,2024-06-30,Q,7.0
BIO.B,2024-06-30,Q,27.87
HUT,2024-06-30,Q,90.94
HUM,2024-06-30,Q,120.4
SATS,2024-06-30,Q,271.67
HUMA,2024-06-30,Q,119.35
VLDX,2024-06-30,Q,8.61
HUN,2024-06-30,Q,173.0
HURN,2024-06-30,Q,17.79
SASR,2024-06-30,Q,45.06
BIOR,2024-06-30,Q,3.59
HUSA,2024-06-30,Q,10.91
BIOLQ,2024-06-30,Q,36.6
HYFM,2024-06-30,Q,45.98
HYMC,2024-06-30,Q,23.1
BIAF,2024-06-30,Q,11.66
BHRB,2024-06-30,Q,14.85
SANW,2024-06-30,Q,2.28
BIGC,2024-06-30,Q,77.75
SAMG,2024-06-30,Q,13.99
SANM,2024-06-30,Q,54.65
HWH,2024-06-30,Q,16.22
HWKN,2024-06-30,Q,20.9
BILL,2024-06-30,Q,106.14
HWM,2024-06-30,Q,408.15
HXL,2024-06-30,Q,81.75
HY,2024-06-30,Q,17.5
BIIB,2024-06-30,Q,145.6
VLO,2024-06-30,Q,320.38
HTBK,2024-06-30,Q,61.29
SBFG,2024-06-30,Q,6.76
HTCR,2024-06-30,Q,20.86
BJRI,2024-06-30,Q,23.38
SBEV,2024-06-30,Q,51.98
BJDX,2024-06-30,Q,2.58
HTGC,2024-06-30,Q,162.38
VIVK,2024-06-30,Q,27.71
SBCF,2024-06-30,Q,84.93
HTBI,2024-06-30,Q,17.44
SBC,2024-06-30,Q,5.03
SBIG,2024-06-30,Q,46.15
HST,2024-06-30,Q,705.04
BKD,2024-06-30,Q,193.01
SBH,2024-06-30,Q,103.51
HSY,2024-06-30,Q,202.29
SBGI,2024-06-30,Q,66.28
HUBB,2024-06-30,Q,53.68
VLCN,2024-06-30,Q,1.64
SAVE,2024-06-30,Q,109.52
HTLD,2024-06-30,Q,79.05
HTLF,2024-06-30,Q,42.83
BHR,2024-06-30,Q,66.48
BIVI,2024-06-30,Q,6.12
BG,2024-06-30,Q,141.65
ICMB,2024-06-30,Q,14.4
BFST,2024-06-30,Q,25.5
RYAM,2024-06-30,Q,65.58
ICCT,2024-06-30,Q,10.26
RZLV,2024-06-30,Q,7.13
BGI,2024-06-30,Q,19.17
ICDI,2024-06-30,Q,15.21
ICE,2024-06-30,Q,574.14
RYTM,2024-06-30,Q,60.97
ICFI,2024-06-30,Q,18.76
RYN,2024-06-30,Q,148.88
BGFV,2024-06-30,Q,22.71
ICHR,2024-06-30,Q,33.47
RYI,2024-06-30,Q,33.2
BFIN,2024-06-30,Q,12.46
BFICQ,2024-06-30,Q,27.4
VNO,2024-06-30,Q,190.48
RWWI,2024-06-30,Q,33.59
VNOM,2024-06-30,Q,176.85
RXO,2024-06-30,Q,117.55
BFS,2024-06-30,Q,24.14
RXT,2024-06-30,Q,223.85
RXST,2024-06-30,Q,36.99
RXRX,2024-06-30,Q,280.97
ICUI,2024-06-30,Q,24.37
IDAI,2024-06-30,Q,11.38
ICU,2024-06-30,Q,4.17
BHF,2024-06-30,Q,62.11
IART,2024-06-30,Q,77.58
VLY,2024-06-30,Q,509.18
SAH,2024-06-30,Q,34.12
IAS,2024-06-30,Q,161.37
BHC,2024-06-30,Q,367.1
BHB,2024-06-30,Q,15.23
VMC,2024-06-30,Q,132.06
SAIA,2024-06-30,Q,26.59
BHIL,2024-06-30,Q,6.09
IAC,2024-06-30,Q,80.31
VLTO,2024-06-30,Q,247.11
BHM,2024-06-30,Q,3.95
