ticker,comp_name,exchange,per_end_date,per_type,filing_date,filing_type,zacks_sector_code,lterm_debt_net_tot,eps_diluted_net_basic
DAN,Dana,NYSE,2024-06-30,Q,2024-07-31,10-Q,5.0,-30.0,0.11
CCK,Crown Holdings,NYSE,2024-06-30,Q,2024-07-29,10-Q,7.0,-40.0,1.45
CCLD,CareCloud,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,4.0,5.033,-0.14
CWBC,Community West Bancshares,NASDAQ,2024-06-30,Q,2024-08-12,10-Q,13.0,-0.935,-0.33
CWAN,Clearwater Analytics Holdings,NYSE,2024-06-30,Q,2024-08-01,10-Q,10.0,-0.688,0.0
CDLX,Cardlytics,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,16.0,-26.676,-0.09
CW,CurtissWright,NYSE,2024-06-30,Q,2024-08-08,10-Q,11.0,959.655,2.58
CVX,Chevron,NYSE,2024-06-30,Q,2024-08-07,10-Q,12.0,-747.0,2.43
CVV,CVD Equipment,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,7.0,-0.04,-0.11
CVU,CPI Aerostructures,NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-13,10-Q,11.0,-1.4039,0.11
CDNS,Cadence Design Systems,NASDAQ,2024-06-30,Q,2024-07-24,10-Q,10.0,700.0,0.84
CDP,COPT DEFENSE PR,NYSE,2024-06-30,Q,2024-08-01,10-Q,13.0,-29.08,0.31
CVS,CVS Health,NYSE,2024-06-30,Q,2024-08-07,10-Q,3.0,4922.0,1.41
CVRX,CVRx,NASDAQ,2024-06-30,Q,2024-08-02,10-Q,4.0,29.319,-0.65
CDRE,"Cadre Holdings, Inc.",NYSE,2024-06-30,Q,2024-08-09,10-Q,7.0,73.935,0.31
CVNA,Carvana,NYSE,2024-06-30,Q,2024-07-31,10-Q,3.0,-202.0,0.14
CVM,CelSci,NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-14,10-Q,4.0,-1.3153,-0.14
CDW,CDW,NASDAQ,2024-06-30,Q,2024-07-31,10-Q,10.0,4424.8,2.07
CVLG,Covenant Logistics Group,NYSE,2024-06-30,Q,2024-08-02,10-Q,15.0,49.415,0.88
CDXC,ChromaDex,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,4.0,0.006,0.0
CVI,CVR Energy,NYSE,2024-06-30,Q,2024-07-30,10-Q,12.0,-600.0,0.21
CDXS,Codexis,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,4.0,29.521,-0.32
CWCO,Consolidated Water,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,14.0,-0.0973,0.99
CDE,Coeur Mining,NYSE,2024-06-30,Q,2024-08-07,10-Q,6.0,-163.878,0.0
CWD,CaliberCos Inc.,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,13.0,-2.898,-0.22
CYAN,Cyanotech,NASDAQ Other OTC,2024-06-30,Q,2024-08-07,10-Q,4.0,-0.063,-0.17
CCNE,CNB Financial,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,13.0,105.039,0.56
CXW,CoreCivic,NYSE,2024-06-30,Q,2024-08-08,10-Q,13.0,-46.417,0.17
CCO,Clear Channel Outdoor,NYSE,2024-06-30,Q,2024-08-07,10-Q,16.0,21.73,-0.08
CXT,"Crane NXT, Co.",NYSE,2024-06-30,Q,2024-08-07,10-Q,16.0,-2.0,0.72
CCOI,Cogent Communications,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,10.0,448.168,-0.68
CXDO,Crexendo,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,10.0,-0.037,0.02
CDZI,Cadiz,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,1.0,19.902,-0.15
CCRD,CoreCard,NYSE,2024-06-30,Q,2024-08-01,10-Q,16.0,2.183,0.11
CWT,California Water Service Group,NYSE,2024-06-30,Q,2024-08-01,10-Q,14.0,-0.416,0.7
CWST,Casella Waste Systems,NASDAQ,2024-06-30,Q,2024-08-02,10-Q,7.0,-18.27,0.12
CCS,Century Communities,NYSE,2024-06-30,Q,2024-07-25,10-Q,8.0,123.0781,2.61
CWK,Cushman & Wakefield,NYSE,2024-06-30,Q,2024-07-30,10-Q,13.0,-115.5,0.06
CWH,Camping World,NYSE,2024-06-30,Q,2024-08-01,10-Q,2.0,-5.409,0.22
CWGL,Crimson Wine Group,NASDAQ Other OTC,2024-06-30,Q,2024-08-12,10-Q,1.0,-0.57,0.01
CCSI,Consensus Cloud Solutions,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,10.0,-85.525,1.24
CWEN,Clearway Energy,NYSE,2024-06-30,Q,2024-08-01,10-Q,12.0,-1341.0,0.43
DBX,Dropbox,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,10.0,-63.9,0.34
CRS,Carpenter Technology,NYSE,2024-06-30,Q,2024-08-13,10-Q,6.0,694.2,1.85
CRS,Carpenter Technology,NYSE,2024-06-30,A,2024-08-13,10-K,6.0,694.2,3.7
CLH,Clean Harbors,NYSE,2024-06-30,Q,2024-07-31,10-Q,16.0,480.333,2.46
CODI,Compass Diversified Holdings,NYSE,2024-06-30,Q,2024-07-31,10-Q,13.0,49.0,-0.45
COCO,Vita Coco Company,NASDAQ,2024-06-30,Q,2024-08-01,10-Q,1.0,0.008,0.32
COCH,"Envoy Medical, Inc.",NASDAQ,2024-06-30,Q,2024-08-12,10-Q,4.0,7.5,-0.27
CLMB,"Climb Global Solutions, Inc.",NASDAQ,2024-06-30,Q,2024-08-07,10-Q,16.0,-0.267,0.75
CNX,CNX Resources,NYSE,2024-06-30,Q,2024-07-25,10-Q,12.0,58.863,-0.12
CLMT,"Calumet, Inc.",NASDAQ,2024-06-30,Q,2024-08-09,10-Q,12.0,142.7999,-0.48
CNVS,CINEVERSE CORP,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,2.0,2.918,-0.2
CNTY,Century Casinos,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,2.0,4.837,-1.36
CLNE,Clean Energy Fuels,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,14.0,-0.625,-0.07
CNTA,Centessa Pharmaceuticals,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,4.0,76.5,-0.4
CNSL,Consolidated Communications,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,14.0,119.846,-0.58
COEP,"Coeptis Therapeutics Holdings, Inc.",NASDAQ,2024-06-30,Q,2024-08-16,10-Q,4.0,1.2625,-0.08
COF,Capital One Financial,NYSE,2024-06-30,Q,2024-08-01,10-Q,13.0,-1555.0,1.38
CLBK,Columbia Financial,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,13.0,140.0,0.04
COP,ConocoPhillips,NYSE,2024-06-30,Q,2024-08-01,10-Q,12.0,-563.0,1.98
COOP,Mr. Cooper Group,NASDAQ,2024-06-30,Q,2024-07-26,10-Q,13.0,-33.0,3.1
COOK,Traeger,NYSE,2024-06-30,Q,2024-08-07,10-Q,2.0,-5.275,-0.02
COMP,Compass,NYSE,2024-06-30,Q,2024-08-02,10-Q,10.0,2.5,0.04
COMM,CommScope,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,10.0,-16.0,0.13
CLDI,"Calidi Biotherapeutics, Inc.",NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-13,10-Q,4.0,1.655,-1.4
COLL,Collegium Pharmaceutical,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,4.0,-124.885,0.52
CLDT,Chatham Lodging Trust REIT,NYSE,2024-06-30,Q,2024-08-02,10-Q,13.0,-33.676,0.1
COLD,Americold Realty Trust,NYSE,2024-06-30,Q,2024-08-08,10-Q,13.0,209.114,-0.23
COLB,Columbia Banking System,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,13.0,-54.259,0.57
COKE,"Coca-Cola Consolidated, Inc.",NASDAQ,2024-06-30,Q,2024-07-31,10-Q,1.0,1198.779,18.54
COIN,Coinbase Global,NASDAQ,2024-06-30,Q,2024-08-01,10-Q,16.0,1141.915,0.14
COHU,Cohu,NASDAQ,2024-06-30,Q,2024-08-01,10-Q,10.0,-30.235,-0.34
COHR,COHERENT CORP,NYSE,2024-06-30,Q,2024-08-16,10-Q,16.0,-0.061,-0.52
COHR,COHERENT CORP,NYSE,2024-06-30,A,2024-08-16,10-K,16.0,-0.061,-1.84
COHN,Institutional Financial Markets,NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-06,10-Q,13.0,29.689,-1.47
CLF,ClevelandCliffs,NYSE,2024-06-30,Q,2024-07-24,10-Q,6.0,-20.0,0.0042
COFS,ChoiceOne Financial Services,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,13.0,245.63,0.87
CLPR,Clipper Realty,NYSE,2024-06-30,Q,2024-08-01,10-Q,13.0,36.318,-0.06
CNRD,Conrad Industries,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,11.0,-0.875,0.44
CMTG,"Claros Mortgage Trust, Inc.",NYSE,2024-06-30,Q,2024-08-05,10-Q,13.0,-359.9559,-0.09
CMT,Core Molding Technologies,NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-06,10-Q,7.0,-0.645,0.73
CMS,CMS Energy,NYSE,2024-06-30,Q,2024-07-25,10-Q,14.0,271.0,0.65
CMA,Comerica,NYSE,2024-06-30,Q,2024-07-26,10-Q,13.0,1000.0,1.49
CMAX,CareMax,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,16.0,-0.189,-44.79
CMBM,Cambium Networks,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,10.0,43.687,-0.33
CMPS,COMPASS Pathways,NASDAQ,2024-06-30,Q,2024-08-01,10-Q,4.0,30.233,-0.56
CMPR,Cimpress,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,2.0,-48.558,4.27
CMPR,Cimpress,NASDAQ,2024-06-30,A,2024-08-09,10-K,2.0,-48.558,6.43
CMPO,CompoSecure,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,16.0,-9.375,0.32
CMPD,CompuMed,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,4.0,-0.0658,0.0
CMP,Compass Minerals International,NYSE,2024-06-30,Q,2024-10-30,10-Q,6.0,-0.9,-1.05
CMLS,Cumulus Media,NASDAQ,2024-06-30,Q,2024-08-02,10-Q,2.0,-4.1,-1.64
CMI,Cummins,NYSE,2024-06-30,Q,2024-08-01,10-Q,5.0,1259.0,5.26
CMCO,Columbus McKinnon,NASDAQ,2024-06-30,Q,2024-07-31,10-Q,7.0,-20.158,0.3
CMCSA,Comcast,NASDAQ,2024-06-30,Q,2024-07-23,10-Q,2.0,1355.0,1.0
CME,CME Group,NASDAQ,2024-06-30,Q,2024-08-05,10-Q,13.0,2677.2,2.42
CLX,Clorox,NYSE,2024-06-30,Q,2024-08-08,10-Q,1.0,2481.0,1.74
CMTV,Community Ban,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,13.0,29.8872,0.58
CLX,Clorox,NYSE,2024-06-30,A,2024-08-08,10-K,1.0,2481.0,2.25
CNP,CenterPoint Energy,NYSE,2024-06-30,Q,2024-07-30,10-Q,14.0,1133.0,0.36
CNOB,ConnectOne Bancorp,NASDAQ,2024-06-30,Q,2024-08-02,10-Q,13.0,-177.446,0.46
CNO,CNO Financial Group,NYSE,2024-06-30,Q,2024-08-09,10-Q,13.0,-316.1,1.06
CLRC,ClimateRock,NASDAQ,2024-06-30,Q,2024-08-12,10-Q,17.0,1.1583,-0.17
CNNE,Cannae,NYSE,2024-06-30,Q,2024-08-08,10-Q,13.0,-27.3,-2.49
CNMD,CONMED,NYSE,2024-06-30,Q,2024-08-01,10-Q,4.0,-10.0,0.96
CNK,Cinemark,NYSE,2024-06-30,Q,2024-08-02,10-Q,2.0,-161.4,0.32
CLB,CORE LABS INC,NYSE,2024-06-30,Q,2024-07-25,10-Q,12.0,-16.0,0.19
CLSD,Clearside Biomedical,NASDAQ,2024-06-30,Q,2024-08-12,10-Q,4.0,0.45,-0.1
CNFR,Conifer,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,13.0,-0.5,-0.32
CNFN,CFN Enterprises,NASDAQ Other OTC,2024-06-30,Q,2024-08-12,10-Q,13.0,0.127,-0.02
CLSK,Cleanspark,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,13.0,-0.117,-1.03
CNET,ZW Data Action Technologies,NASDAQ,2024-06-30,Q,2024-08-16,10-Q,16.0,0.123,-0.12
CLST,Catalyst Bancorp,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,13.0,10.0,0.13
CNDT,Conduent,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,16.0,-503.0,1.07
CLVT,Clarivate,NYSE,2024-06-30,Q,2024-08-06,10-Q,10.0,-53.1,-0.46
CNC,Centene,NYSE,2024-06-30,Q,2024-07-26,10-Q,4.0,-215.0,2.16
CLW,Clearwater Paper,NYSE,2024-06-30,Q,2024-08-06,10-Q,6.0,673.0,-1.55
CNA,CNA Financial,NYSE,2024-06-30,Q,2024-07-29,10-Q,13.0,-60.0,1.17
CNH,CNH Industrial,NYSE,2024-06-30,Q,2024-08-02,10-Q,7.0,392.0,0.34
CHDN,Churchill Downs,NASDAQ,2024-06-30,Q,2024-07-24,10-Q,2.0,19.1,2.79
CHRS,Coherus BioSciences,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,4.0,-223.267,-0.11
CREX,Wireless Ronin Technologies,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,10.0,-1.328,-0.06
CHRW,C.H. Robinson Worldwide,NASDAQ,2024-06-30,Q,2024-08-02,10-Q,15.0,1421.066,1.05
CRD.B,Crawford & Company,NYSE,2024-06-30,Q,2024-08-05,10-Q,16.0,209.41,0.17
CRD.A,Crawford & Company,NYSE,2024-06-30,Q,2024-08-05,10-Q,16.0,209.41,0.17
CHTR,Charter Communications,NASDAQ,2024-06-30,Q,2024-07-26,10-Q,2.0,-165.0,8.49
CHUC,Charlie's Holdings,NASDAQ Other OTC,2024-06-30,Q,2024-08-19,10-Q,1.0,0.15,0.0
CRC,California Resources,NYSE,2024-06-30,Q,2024-08-07,10-Q,12.0,590.0,0.11
CHX,ChampionX,NASDAQ,2024-06-30,Q,2024-07-25,10-Q,8.0,-3.102,0.27
CRBP,Corbus Pharmaceuticals,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,4.0,-4.583,-0.9
CI,Cigna Group,NYSE,2024-06-30,Q,2024-08-01,10-Q,4.0,1462.0,5.45
CRBG,"Corebridge Financial, Inc.",NYSE,2024-06-30,Q,2024-08-01,10-Q,13.0,-297.0,0.59
CRAWA,Crawford United Corporation,NASDAQ Other OTC,2024-06-30,Q,2024-07-31,10-Q,7.0,4.7582,0.92
CHRO,Chromocell Therapeutics Corporation,NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-13,10-Q,4.0,1.3725,-0.31
CRAI,Charles River Associates,NASDAQ,2024-06-30,Q,2024-08-01,10-Q,16.0,87.0,0.94
CRGY,Crescent Energy Company,NYSE,2024-06-30,Q,2024-08-05,10-Q,12.0,691.7461,0.33
CHRD,Chord Energy Corporation,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,12.0,574.166,4.25
CROX,Crocs,NASDAQ,2024-06-30,Q,2024-08-01,10-Q,2.0,-138.249,3.77
CHEF,The Chef's Warehouse,NASDAQ,2024-06-30,Q,2024-07-31,10-Q,1.0,-3.026,0.37
CRON,Cronos Group,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,4.0,1.062,-0.02
CHGG,Chegg,NYSE,2024-06-30,Q,2024-08-05,10-Q,10.0,243.079,-6.01
CHH,Choice Hotels International,NYSE,2024-06-30,Q,2024-08-08,10-Q,2.0,1868.425,1.8
CHMG,Chemung Financial Corp,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,13.0,48.865,1.05
CRL,Charles River Laboratories International,NYSE,2024-06-30,Q,2024-08-07,10-Q,4.0,-246.144,1.74
CRKN,Crown Electrokinetics,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,7.0,0.518,-5.89
CHMI,Cherry Hill Mortgage Investment,NYSE,2024-06-30,Q,2024-08-08,10-Q,13.0,91.2749,-0.06
CRK,Comstock Resources,NYSE,2024-06-30,Q,2024-08-01,10-Q,12.0,372.0,-0.43
CRI,Carter's,NYSE,2024-06-30,Q,2024-07-26,10-Q,2.0,497.735,0.76
CRH,CRH,NYSE,2024-06-30,Q,2024-08-08,10-Q,8.0,1679.0,1.88
CR,Crane Company,NYSE,2024-06-30,Q,2024-07-31,10-Q,7.0,128.1,1.23
CQP,"Cheniere Energy Partners, L.P.",NYSE,2024-06-30,Q,2024-08-08,10-Q,12.0,-302.0,0.95
CIPI,Correlate Energy Corp.,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,12.0,1.5884,-0.5
CISO,"CISO Global, Inc.",NASDAQ,2024-06-30,Q,2024-08-14,10-Q,10.0,0.8673,-0.69
CPAY,"Corpay, Inc.",NYSE,2024-06-30,Q,2024-08-09,10-Q,16.0,375.937,3.52
CIVB,Civista Bancshares,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,13.0,-0.551,0.45
CIVI,Civitas Resources,NYSE,2024-06-30,Q,2024-08-01,10-Q,12.0,98.423,2.15
COYA,"Coya Therapeutics, Inc.",NASDAQ,2024-06-30,Q,2024-08-12,10-Q,4.0,0.0113,-0.19
COTY,Coty,NYSE,2024-06-30,Q,2024-08-20,10-Q,1.0,-112.4,-0.11
COTY,Coty,NYSE,2024-06-30,A,2024-08-20,10-K,1.0,-112.4,0.09
COSM,Cosmos Health Inc.,NASDAQ,2024-06-30,Q,2024-08-19,10-Q,4.0,-0.0175,-0.15
CORZQ,Core Scientific,NASDAQ Other OTC,2024-06-30,Q,2024-08-07,10-Q,13.0,-32.814,-4.51
CL,ColgatePalmolive,NYSE,2024-06-30,Q,2024-07-26,10-Q,1.0,-498.0,0.89
CPF,CPB,NYSE,2024-06-30,Q,2024-07-31,10-Q,13.0,156.223,0.58
CPHC,Canterbury Park Holding,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,2.0,-0.0148,0.07
CION,CION Investment Corporation,NYSE,2024-06-30,Q,2024-08-08,10-Q,13.0,-22.5,0.42
CPHI,China Pharma Holdings,NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-14,10-Q,4.0,0.0137,-0.09
CPT,Camden Property Trust,NYSE,2024-06-30,Q,2024-08-02,10-Q,13.0,-154.048,0.4
CPSS,Consumer Portfolio Services,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,13.0,478.594,0.19
CPSH,CPS Technologies,NASDAQ,2024-06-30,Q,2024-08-02,10-Q,10.0,-0.023,-0.07
CIFR,Cipher Mining,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,16.0,-2.418,-0.05
CLAR,Clarus,NASDAQ,2024-06-30,Q,2024-08-01,10-Q,2.0,-119.789,-0.14
CPS,CooperStandard,NYSE,2024-06-30,Q,2024-08-02,10-Q,5.0,-1.255,-4.34
CIM,Chimera Investment,NYSE,2024-06-30,Q,2024-08-07,10-Q,13.0,-505.164,0.41
CINF,Cincinnati Financial,NASDAQ,2024-06-30,Q,2024-07-25,10-Q,13.0,874.0,1.98
CPRI,Capri Holdings,NYSE,2024-06-30,Q,2024-08-08,10-Q,3.0,-6.0,-0.11
CPNG,Coupang,NYSE,2024-06-30,Q,2024-08-06,10-Q,3.0,2787.0,-0.04
CPMV,Mosaic ImmunoEngineering,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,4.0,1.3555,-0.04
CING,Cingulate Inc.,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,4.0,-0.0084,-5.47
CPMD,Golden Dragon Holding Co.,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,4.0,1.2812,0.01
CPK,Chesapeake Utilities,NYSE,2024-06-30,Q,2024-08-08,10-Q,14.0,-12.473,0.82
CPIX,Cumberland Pharmaceuticals,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,4.0,3.3074,-0.08
CIO,City Office REIT,NYSE,2024-06-30,Q,2024-08-01,10-Q,13.0,0.355,-0.14
EKSO,Ekso Bionics,NASDAQ,2024-06-30,Q,2024-07-29,10-Q,4.0,-0.625,-0.13
BSRR,Sierra Bancorp,NASDAQ,2024-06-30,Q,2024-08-05,10-Q,13.0,85.097,0.71
EIX,Edison International,NYSE,2024-06-30,Q,2024-07-25,10-Q,14.0,2491.0,1.13
BSX,Boston Scientific,NYSE,2024-06-30,Q,2024-08-01,10-Q,4.0,2120.0,0.22
EHTH,eHealth,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,13.0,-0.004,-1.33
EHC,Encompass Health,NYSE,2024-06-30,Q,2024-08-06,10-Q,4.0,-13.1,1.12
BSY,Bentley Systems,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,10.0,-197.028,0.22
EHAB,"Enhabit, Inc.",NYSE,2024-06-30,Q,2024-08-08,10-Q,4.0,-10.0,-0.004
EGY,Vaalco Energy,NYSE,2024-06-30,Q,2024-08-09,10-Q,12.0,-4.169,0.27
BTAI,BioXcel Therapeutics,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,4.0,103.006,-0.21
EGP,EastGroup Properties,NYSE,2024-06-30,Q,2024-07-24,10-Q,13.0,1672.699,1.14
BTBD,"BT Brands, Inc.",NASDAQ,2024-06-30,Q,2024-08-14,10-Q,3.0,-0.0905,-0.01
EGHT,8x8,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,10.0,410.751,-0.08
EGBN,Eagle Bancorp,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,13.0,290.0,-2.78
EGAN,eGain,NASDAQ,2024-06-30,Q,2024-09-12,10-Q,10.0,0.076,0.05
EGAN,eGain,NASDAQ,2024-06-30,A,2024-09-12,10-K,10.0,0.076,0.25
EG,"Everest Group, Ltd.",NYSE,2024-06-30,Q,2024-08-02,10-Q,13.0,3386.0,16.7
BSM,Black Stone Minerals,NYSE,2024-06-30,Q,2024-08-06,10-Q,12.0,9.0,0.29
EL,The Estee Lauder Companies,NYSE,2024-06-30,A,2024-08-19,10-K,1.0,-147.0,1.08
ELA,Envela,NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-07,10-Q,3.0,12.999,0.06
BRY,Berry,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,12.0,5.0,-0.11
BSBK,Bogota Financial,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,13.0,-10.7306,-0.03
ELS,Equity Lifestyle Properties,NYSE,2024-06-30,Q,2024-07-30,10-Q,13.0,-31.913,0.42
ELME,ELME COMMUNTIES,NYSE,2024-06-30,Q,2024-08-02,10-Q,13.0,-1.0,-0.04
BSFC,Blue Star Foods,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,1.0,0.1885,-1.52
ELF,e.l.f. Beauty,NYSE,2024-06-30,Q,2024-08-09,10-Q,1.0,159.234,0.81
ELEV,Elevation Oncology,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,4.0,30.916,-0.18
BSGM,Biosig Technologies,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,4.0,0.5,-0.3
ELAN,Elanco Animal Health,NYSE,2024-06-30,Q,2024-08-08,10-Q,4.0,-105.0,-0.1
ELAB,"Elevai Labs, Inc.",NASDAQ,2024-06-30,Q,2024-08-14,10-Q,4.0,0.5054,-0.08
EL,The Estee Lauder Companies,NYSE,2024-06-30,Q,2024-08-19,10-Q,1.0,-147.0,-0.79
EFX,Equifax,NYSE,2024-06-30,Q,2024-07-22,10-Q,16.0,-8.8,1.31
BTU,Peabody Energy,NYSE,2024-06-30,Q,2024-08-08,10-Q,12.0,-4.6,1.42
ECPG,Encore Capital Group,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,13.0,139.726,1.34
ECL,Ecolab,NYSE,2024-06-30,Q,2024-08-02,10-Q,6.0,-629.6,1.71
ECIA,Encision,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,4.0,0.1314,0.0
BURCA,Burnham Holdings,NASDAQ Other OTC,2024-06-30,Q,2024-08-02,10-Q,7.0,18.222,0.18
ECG,"Everus Construction Group, Inc.",NYSE,2024-06-30,Q,2024-09-12,10-Q,8.0,200.456,38972.0
ECDA,"ECD Automotive Design, Inc.",NASDAQ,2024-06-30,Q,2024-08-19,10-Q,5.0,11.5515,-0.03
ECC,Eagle Point Credit Company,NYSE,2024-06-30,Q,2024-08-06,10-Q,13.0,159.8776,-0.037
BURU,"Nuburu, Inc.",NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-14,10-Q,7.0,5.3851,-7.6
ECBK,"ECB Bancorp, Inc.",NASDAQ,2024-06-30,Q,2024-08-09,10-Q,13.0,-35.0,0.09
EBTC,Enterprise Bancorp,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,13.0,36.017,0.77
BUSE,First Busey,NASDAQ,2024-06-30,Q,2024-08-06,10-Q,13.0,-31.45,0.47
EBS,Emergent Biosolutions,NYSE,2024-06-30,Q,2024-08-07,10-Q,4.0,-4.4,-5.38
BV,BrightView,NYSE,2024-06-30,Q,2024-07-31,10-Q,2.0,-108.1,0.1
BVFL,"BV Financial, Inc.",NASDAQ,2024-06-30,Q,2024-08-13,10-Q,13.0,-3.093,0.32
EBMT,Eagle Bancorp Montana,NASDAQ,2024-06-30,Q,2024-08-08,10-Q,13.0,20.0,0.22
EBC,Eastern Bankshares,NASDAQ,2024-06-30,Q,2024-08-07,10-Q,13.0,0.724,0.16
EBAY,eBay,NASDAQ,2024-06-30,Q,2024-08-01,10-Q,3.0,6174.0,0.45
ECVT,Ecovyst Inc.,NYSE,2024-06-30,Q,2024-08-02,10-Q,16.0,-8.161,0.07
EFSI,Eagle Financial Services,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,13.0,-19.698,0.89
BTCY,Biotricity,NASDAQ Other OTC,2024-06-30,Q,2024-08-19,10-Q,4.0,0.28,-0.49
EFSH,1847 Holdings LLC,NYSE MKT (ex. AMEX),2024-06-30,Q,2024-08-19,10-Q,9.0,-0.3684,-140.9295
EFSC,Enterprise Financial Services,NASDAQ,2024-06-30,Q,2024-07-26,10-Q,13.0,-30.131,1.19
EFOI,Energy Focus,NASDAQ,2024-06-30,Q,2024-08-13,10-Q,8.0,-1.0,-0.12
EFC,Ellington Financial,NYSE,2024-06-30,Q,2024-08-09,10-Q,13.0,62.108,0.62
EEX,Emerald Holding,NYSE,2024-06-30,Q,2024-08-07,10-Q,2.0,-2.1,-0.03
EEFT,Euronet Worldwide,NASDAQ,2024-06-30,Q,2024-08-02,10-Q,13.0,-1.0,1.73
ELTP,Elite Pharmaceuticals,NASDAQ Other OTC,2024-06-30,Q,2024-08-14,10-Q,4.0,-0.0713,0.0
EE,Excelerate Energy,NYSE,2024-06-30,Q,2024-08-09,10-Q,12.0,-35.163,0.26
EDSA,Edesa Biotech,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,4.0,-0.0295,-0.52
BTM,Bitcoin Depot Inc.,NASDAQ,2024-06-30,Q,2024-08-15,10-Q,13.0,17.969,-0.13
BTMD,biote Corp.,NASDAQ,2024-06-30,Q,2024-08-09,10-Q,4.0,6.875,-0.19
EDR,Endeavor Group,NYSE,2024-06-30,Q,2024-08-08,10-Q,2.0,28.595,-0.7
BTOC,Armlogi Holding Corp.,NASDAQ,2024-06-30,A,2024-09-26,10-K,15.0,0.3008,0.19
BTOC,Armlogi Holding Corp.,NASDAQ,2024-06-30,Q,2024-09-26,10-Q,15.0,0.3008,0.01
EDBL,Edible Garden,NASDAQ,2024-06-30,Q,2024-08-14,10-Q,1.0,0.992,-1.21
